#aktschritt 	 uEuler 	 vEuler 	 uRunge 	 vRunge
# a=0.01	 b=0.99	 u0=1	 v0=1
251.9	0.648824	1.32964	1.00043	0.990252
252	0.640916	1.37266	1.00049	0.990141
252.1	0.634209	1.41528	1.00055	0.990028
252.2	0.628714	1.45735	1.00061	0.989916
252.3	0.624449	1.49874	1.00066	0.989805
252.4	0.621446	1.5393	1.0007	0.989696
252.5	0.619748	1.57886	1.00073	0.98959
252.6	0.619415	1.61721	1.00076	0.989489
252.7	0.620522	1.65417	1.00078	0.989393
252.8	0.623163	1.68947	1.00079	0.989303
252.9	0.627455	1.72286	1.00079	0.98922
253	0.633538	1.75404	1.00079	0.989146
253.1	0.641586	1.78263	1.00078	0.98908
253.2	0.651807	1.80825	1.00076	0.989023
253.3	0.66445	1.83043	1.00073	0.988976
253.4	0.679817	1.84862	1.00069	0.98894
253.5	0.69827	1.86218	1.00065	0.988914
253.6	0.720239	1.87039	1.0006	0.988899
253.7	0.746241	1.87236	1.00055	0.988895
253.8	0.776884	1.8671	1.00049	0.988902
253.9	0.812884	1.85341	1.00043	0.98892
254	0.855065	1.82994	1.00036	0.988949
254.1	0.904352	1.79514	1.00029	0.988989
254.2	0.961733	1.74733	1.00021	0.989038
254.3	1.02818	1.68471	1.00014	0.989097
254.4	1.10446	1.60561	1.00006	0.989164
254.5	1.19087	1.50876	0.999981	0.98924
254.6	1.28675	1.39379	0.999904	0.989323
254.7	1.38984	1.26202	0.999827	0.989413
254.8	1.49564	1.11724	0.999753	0.989509
254.9	1.597	0.966318	0.999681	0.989609
255	1.68475	0.818869	0.999612	0.989713
255.1	1.7497	0.685444	0.999548	0.98982
255.2	1.78557	0.5746	0.999488	0.989928
255.3	1.79121	0.490402	0.999433	0.990036
255.4	1.77043	0.43206	0.999384	0.990144
255.5	1.72982	0.395634	0.999342	0.990251
255.6	1.67622	0.37625	0.999306	0.990355
255.7	1.61531	0.369535	0.999277	0.990455
255.8	1.5512	0.372114	0.999255	0.99055
255.9	1.48662	0.381575	0.99924	0.990639
256	1.42329	0.396246	0.999234	0.990723
256.1	1.36223	0.414977	0.999235	0.990798
256.2	1.30401	0.436971	0.999243	0.990866
256.3	1.24891	0.461667	0.999259	0.990925
256.4	1.19703	0.488656	0.999283	0.990974
256.5	1.14835	0.517638	0.999313	0.991014
256.6	1.10277	0.548376	0.999351	0.991043
256.7	1.06019	0.580688	0.999394	0.991062
256.8	1.02044	0.614419	0.999444	0.991071
256.9	0.983371	0.64944	0.999499	0.991069
257	0.948836	0.685638	0.999559	0.991056
257.1	0.91668	0.722911	0.999624	0.991032
257.2	0.886758	0.761164	0.999692	0.990998
257.3	0.858936	0.800311	0.999763	0.990955
257.4	0.833087	0.840266	0.999836	0.990902
257.5	0.809095	0.880949	0.99991	0.99084
257.6	0.786856	0.922279	0.999986	0.990769
257.7	0.766272	0.964177	1.00006	0.990692
257.8	0.747259	1.00656	1.00014	0.990607
257.9	0.729739	1.04936	1.00021	0.990517
258	0.713646	1.09248	1.00028	0.990421
258.1	0.69892	1.13584	1.00035	0.990322
258.2	0.685512	1.17935	1.00041	0.990219
258.3	0.673382	1.22293	1.00047	0.990115
258.4	0.662497	1.26648	1.00053	0.990009
258.5	0.652833	1.30989	1.00058	0.989904
258.6	0.644376	1.35307	1.00062	0.9898
258.7	0.637121	1.39588	1.00066	0.989698
258.8	0.631071	1.43822	1.00069	0.989599
258.9	0.626241	1.47995	1.00072	0.989505
259	0.622657	1.5209	1.00073	0.989416
259.1	0.620357	1.56094	1.00074	0.989332
259.2	0.619393	1.59987	1.00074	0.989256
259.3	0.619833	1.63749	1.00074	0.989187
259.4	0.621761	1.67358	1.00073	0.989126
259.5	0.625283	1.70788	1.00071	0.989075
259.6	0.630529	1.74011	1.00068	0.989032
259.7	0.637657	1.76992	1.00065	0.989
259.8	0.646857	1.79696	1.00061	0.988977
259.9	0.658361	1.82077	1.00056	0.988965
260	0.672444	1.84085	1.00051	0.988963
260.1	0.689439	1.85661	1.00045	0.988971
260.2	0.709745	1.86736	1.00039	0.98899
260.3	0.733836	1.87229	1.00033	0.989019
260.4	0.762278	1.87047	1.00026	0.989057
260.5	0.795738	1.86078	1.00019	0.989105
260.6	0.834988	1.84196	1.00012	0.989162
260.7	0.880912	1.81254	1.00004	0.989226
260.8	0.934474	1.77088	0.99997	0.989299
260.9	0.996668	1.71524	0.999898	0.989378
261	1.06838	1.64386	0.999826	0.989463
261.1	1.15018	1.55522	0.999757	0.989554
261.2	1.24191	1.44848	0.999689	0.989649
261.3	1.34212	1.32407	0.999626	0.989747
261.4	1.44741	1.18457	0.999566	0.989847
261.5	1.55184	1.0354	0.99951	0.989949
261.6	1.647	0.885057	0.99946	0.990051
261.7	1.72338	0.743976	0.999415	0.990152
261.8	1.77301	0.622012	0.999376	0.990252
261.9	1.79224	0.525479	0.999343	0.990349
262	1.78281	0.455689	0.999317	0.990442
262.1	1.75036	0.409853	0.999297	0.990531
262.2	1.70189	0.383284	0.999285	0.990614
262.3	1.64372	0.371268	0.99928	0.990691
262.4	1.58066	0.369958	0.999282	0.990761
262.5	1.51603	0.376525	0.999291	0.990823
262.6	1.45196	0.388987	0.999308	0.990877
262.7	1.38977	0.405981	0.999331	0.990922
262.8	1.33021	0.426567	0.999361	0.990957
262.9	1.27367	0.450088	0.999397	0.990983
263	1.22031	0.476074	0.999439	0.991
263.1	1.17018	0.504179	0.999486	0.991006
263.2	1.1232	0.534141	0.999539	0.991002
263.3	1.07926	0.565755	0.999596	0.990988
263.4	1.03824	0.598855	0.999657	0.990965
263.5	0.999966	0.633302	0.999721	0.990931
263.6	0.964295	0.668977	0.999788	0.990889
263.7	0.931072	0.705771	0.999857	0.990838
263.8	0.900147	0.743588	0.999928	0.990778
263.9	0.871383	0.782338	0.999999	0.990711
264	0.844648	0.821934	1.00007	0.990637
264.1	0.819823	0.862295	1.00014	0.990556
264.2	0.796796	0.903339	1.00021	0.990471
264.3	0.775468	0.944988	1.00027	0.99038
264.4	0.755748	0.987161	1.00034	0.990286
264.5	0.737555	1.02978	1.0004	0.99019
264.6	0.720818	1.07276	1.00045	0.990091
264.7	0.705475	1.11602	1.0005	0.989992
264.8	0.691471	1.15948	1.00055	0.989894
264.9	0.678763	1.20304	1.00059	0.989796
265	0.667313	1.24661	1.00062	0.989701
265.1	0.657094	1.2901	1.00065	0.989609
265.2	0.648087	1.3334	1.00067	0.989521
265.3	0.640284	1.37639	1.00069	0.989438
265.4	0.633682	1.41897	1.0007	0.989361
265.5	0.628293	1.46099	1.0007	0.98929
265.6	0.624137	1.50231	1.00069	0.989227
265.7	0.621245	1.54279	1.00068	0.989171
265.8	0.619664	1.58225	1.00066	0.989124
265.9	0.619453	1.62049	1.00063	0.989086
266	0.62069	1.65731	1.0006	0.989056
266.1	0.62347	1.69246	1.00056	0.989037
266.2	0.627911	1.72567	1.00052	0.989027
266.3	0.634158	1.75664	1.00047	0.989027
266.4	0.642387	1.78499	1.00041	0.989036
266.5	0.652808	1.81033	1.00036	0.989055
266.6	0.665676	1.83218	1.0003	0.989084
266.7	0.681297	1.84999	1.00023	0.989121
266.8	0.700037	1.86312	1.00017	0.989168
266.9	0.722336	1.87082	1.0001	0.989222
267	0.748716	1.87221	1.00003	0.989284
267.1	0.779796	1.86626	0.999961	0.989353
267.2	0.8163	1.85177	0.999893	0.989429
267.3	0.859062	1.82738	0.999826	0.98951
267.4	0.909015	1.79152	0.999761	0.989595
267.5	0.967148	1.74249	0.999698	0.989685
267.6	1.03442	1.6785	0.999639	0.989778
267.7	1.11158	1.5979	0.999583	0.989872
267.8	1.19886	1.49946	0.999532	0.989968
267.9	1.29549	1.38294	0.999485	0.990064
268	1.39904	1.24985	0.999444	0.990159
268.1	1.50477	1.10421	0.999408	0.990252
268.2	1.60532	0.953182	0.999378	0.990342
268.3	1.69143	0.806542	0.999355	0.990429
268.4	1.75403	0.674795	0.999338	0.990512
268.5	1.78724	0.566186	0.999327	0.990589
268.6	1.79037	0.484333	0.999324	0.99066
268.7	1.76758	0.428084	0.999327	0.990724
268.8	1.72557	0.393336	0.999337	0.990782
268.9	1.67113	0.375217	0.999353	0.990831
269	1.60981	0.369431	0.999376	0.990872
269.1	1.54556	0.372694	0.999405	0.990904
269.2	1.48103	0.382666	0.99944	0.990927
269.3	1.41787	0.39773	0.99948	0.99094
269.4	1.35704	0.416772	0.999525	0.990945
269.5	1.29908	0.439022	0.999575	0.99094
269.6	1.24427	0.463932	0.99963	0.990925
269.7	1.19266	0.491106	0.999688	0.990901
269.8	1.14426	0.520248	0.999749	0.990869
269.9	1.09895	0.551131	0.999812	0.990827
270	1.05661	0.583572	0.999877	0.990778
270.1	1.0171	0.61742	0.999943	0.990721
270.2	0.980264	0.652548	1.00001	0.990657
270.3	0.945942	0.688844	1.00008	0.990586
270.4	0.913986	0.726206	1.00014	0.99051
270.5	0.884253	0.76454	1.00021	0.990428
270.6	0.856607	0.803761	1.00027	0.990343
270.7	0.830924	0.843783	1.00033	0.990254
270.8	0.80709	0.884525	1.00038	0.990163
270.9	0.784998	0.925908	1.00043	0.990071
271	0.764555	0.967851	1.00048	0.989977
271.1	0.745674	1.01028	1.00052	0.989885
271.2	0.728281	1.0531	1.00056	0.989794
271.3	0.712309	1.09625	1.00059	0.989705
271.4	0.6977	1.13962	1.00062	0.989619
271.5	0.684405	1.18315	1.00064	0.989537
271.6	0.672385	1.22673	1.00065	0.98946
271.7	0.661607	1.27027	1.00066	0.989388
271.8	0.652049	1.31367	1.00065	0.989323
271.9	0.643697	1.35681	1.00065	0.989265
272	0.636546	1.39959	1.00063	0.989214
272.1	0.630602	1.44188	1.00062	0.989171
272.2	0.625879	1.48355	1.00059	0.989136
272.3	0.622405	1.52443	1.00056	0.98911
272.4	0.620219	1.56438	1.00052	0.989093
272.5	0.619375	1.6032	1.00048	0.989085
272.6	0.61994	1.6407	1.00043	0.989087
272.7	0.622002	1.67664	1.00038	0.989097
272.8	0.625669	1.71077	1.00033	0.989117
272.9	0.631072	1.7428	1.00027	0.989145
273	0.638373	1.7724	1.00021	0.989181
273.1	0.647764	1.79917	1.00015	0.989226
273.2	0.65948	1.82267	1.00008	0.989279
273.3	0.673803	1.8424	1.00002	0.989338
273.4	0.69107	1.85776	0.999953	0.989404
273.5	0.711685	1.86803	0.999889	0.989476
273.6	0.736132	1.87242	0.999826	0.989553
273.7	0.764983	1.86995	0.999766	0.989634
273.8	0.798915	1.85952	0.999707	0.989718
273.9	0.83871	1.83984	0.999652	0.989806
274	0.88526	1.80942	0.9996	0.989895
274.1	0.939535	1.76662	0.999553	0.989985
274.2	1.00253	1.70967	0.99951	0.990074
274.3	1.0751	1.63684	0.999472	0.990163
274.4	1.15779	1.54665	0.999439	0.990251
274.5	1.25033	1.43832	0.999412	0.990335
274.6	1.35116	1.31246	0.999391	0.990416
274.7	1.45665	1.17186	0.999376	0.990493
274.8	1.56063	1.02221	0.999367	0.990564
274.9	1.65454	0.872243	0.999365	0.99063
275	1.72886	0.732467	0.999369	0.99069
275.1	1.7759	0.612537	0.999379	0.990742
275.2	1.7925	0.518353	0.999395	0.990787
275.3	1.7808	0.450804	0.999418	0.990824
275.4	1.74668	0.406844	0.999446	0.990853
275.5	1.69713	0.381721	0.99948	0.990873
275.6	1.63836	0.370775	0.999518	0.990884
275.7	1.57505	0.37025	0.999562	0.990887
275.8	1.5104	0.377399	0.99961	0.990881
275.9	1.44645	0.390303	0.999661	0.990866
276	1.38447	0.407643	0.999716	0.990842
276.1	1.32516	0.428507	0.999774	0.99081
276.2	1.26889	0.45226	0.999833	0.99077
276.3	1.21582	0.478442	0.999895	0.990722
276.4	1.16596	0.506718	0.999957	0.990667
276.5	1.11925	0.536832	1.00002	0.990606
276.6	1.07558	0.568582	1.00008	0.990539
276.7	1.0348	0.601804	1.00014	0.990466
276.8	0.996757	0.636363	1.0002	0.990389
276.9	0.961306	0.672139	1.00026	0.990308
277	0.928288	0.709026	1.00032	0.990225
277.1	0.897557	0.746928	1.00037	0.990139
277.2	0.868975	0.785755	1.00041	0.990052
277.3	0.842411	0.825421	1.00046	0.989964
277.4	0.817747	0.865844	1.0005	0.989878
277.5	0.794872	0.906945	1.00053	0.989792
277.6	0.773687	0.948642	1.00056	0.989709
277.7	0.754103	0.990857	1.00058	0.989629
277.8	0.73604	1.03351	1.0006	0.989553
277.9	0.719427	1.07652	1.00061	0.989481
278	0.704202	1.1198	1.00062	0.989415
278.1	0.690313	1.16327	1.00061	0.989355
278.2	0.677716	1.20684	1.00061	0.989301
278.3	0.666374	1.25041	1.00059	0.989254
278.4	0.656261	1.29388	1.00057	0.989215
278.5	0.64736	1.33716	1.00055	0.989184
278.6	0.639661	1.38012	1.00052	0.989161
278.7	0.633164	1.42265	1.00048	0.989147
278.8	0.627882	1.46462	1.00044	0.989141
278.9	0.623834	1.50588	1.0004	0.989143
279	0.621054	1.54627	1.00035	0.989155
279.1	0.61959	1.58563	1.0003	0.989174
279.2	0.619502	1.62376	1.00024	0.989202
279.3	0.620869	1.66044	1.00019	0.989238
279.4	0.623789	1.69544	1.00013	0.989281
279.5	0.628381	1.72847	1.00007	0.989331
279.6	0.634794	1.75921	1.00001	0.989388
279.7	0.643204	1.78732	0.999946	0.989451
279.8	0.653827	1.81238	0.999886	0.989519
279.9	0.666922	1.8339	0.999827	0.989592
280	0.682799	1.85133	0.999771	0.989669
280.1	0.701831	1.86402	0.999716	0.989749
280.2	0.724464	1.87121	0.999665	0.989831
280.3	0.751227	1.872	0.999617	0.989915
280.4	0.782749	1.86535	0.999573	0.989999
280.5	0.819764	1.85006	0.999534	0.990084
280.6	0.863114	1.82474	0.999499	0.990167
280.7	0.913739	1.7878	0.999469	0.990249
280.8	0.972632	1.73753	0.999444	0.990327
280.9	1.04074	1.67216	0.999425	0.990403
281	1.11879	1.59004	0.999412	0.990474
281.1	1.20693	1.49002	0.999405	0.990541
281.2	1.30429	1.37197	0.999404	0.990602
281.3	1.40825	1.23758	0.999408	0.990656
281.4	1.51386	1.09114	0.999419	0.990704
281.5	1.61354	0.940079	0.999435	0.990745
281.6	1.69793	0.794329	0.999457	0.990779
281.7	1.75814	0.664326	0.999485	0.990805
281.8	1.78868	0.557978	0.999517	0.990822
281.9	1.78933	0.478461	0.999554	0.990832
282	1.76458	0.424272	0.999596	0.990833
282.1	1.72123	0.391165	0.999641	0.990825
282.2	1.666	0.374277	0.99969	0.99081
282.3	1.60428	0.369395	0.999742	0.990786
282.4	1.53992	0.373323	0.999796	0.990755
282.5	1.47546	0.383795	0.999853	0.990716
282.6	1.41246	0.399244	0.999911	0.99067
282.7	1.35187	0.418592	0.999969	0.990618
282.8	1.29418	0.441092	1.00003	0.990559
282.9	1.23964	0.466214	1.00009	0.990495
283	1.18832	0.49357	1.00014	0.990426
283.1	1.14019	0.522873	1.0002	0.990353
283.2	1.09514	0.553898	1.00025	0.990277
283.3	1.05306	0.586467	1.0003	0.990198
283.4	1.01379	0.620431	1.00035	0.990117
283.5	0.977176	0.655665	1.0004	0.990035
283.6	0.943066	0.692058	1.00044	0.989953
283.7	0.91131	0.729508	1.00047	0.989872
283.8	0.881763	0.767923	1.0005	0.989792
283.9	0.854293	0.807217	1.00053	0.989714
284	0.828776	0.847305	1.00055	0.989639
284.1	0.805097	0.888106	1.00057	0.989569
284.2	0.783153	0.92954	1.00057	0.989502
284.3	0.762849	0.971529	1.00058	0.989441
284.4	0.744101	1.01399	1.00058	0.989385
284.5	0.726834	1.05685	1.00057	0.989336
284.6	0.710983	1.10002	1.00055	0.989293
284.7	0.69649	1.14341	1.00054	0.989258
284.8	0.683308	1.18694	1.00051	0.98923
284.9	0.671397	1.23052	1.00048	0.989209
285	0.660726	1.27406	1.00045	0.989197
285.1	0.651273	1.31744	1.00041	0.989193
285.2	0.643026	1.36056	1.00037	0.989197
285.3	0.63598	1.4033	1.00032	0.989209
285.4	0.630141	1.44554	1.00027	0.989228
285.5	0.625526	1.48714	1.00022	0.989256
285.6	0.622163	1.52795	1.00017	0.98929
285.7	0.620092	1.56781	1.00011	0.989332
285.8	0.619367	1.60652	1.00005	0.98938
285.9	0.620059	1.64389	0.999996	0.989435
286	0.622256	1.67969	0.99994	0.989495
286.1	0.626069	1.71365	0.999884	0.98956
286.2	0.63163	1.74548	0.999829	0.989629
286.3	0.639105	1.77485	0.999776	0.989701
286.4	0.648689	1.80135	0.999725	0.989777
286.5	0.66062	1.82455	0.999678	0.989854
286.6	0.675185	1.84392	0.999633	0.989933
286.7	0.692726	1.85886	0.999593	0.990013
286.8	0.713655	1.86866	0.999556	0.990092
286.9	0.738461	1.87249	0.999524	0.99017
287	0.767727	1.86938	0.999497	0.990246
287.1	0.802136	1.8582	0.999475	0.990319
287.2	0.842483	1.83764	0.999458	0.99039
287.3	0.889666	1.80621	0.999447	0.990456
287.4	0.944662	1.76224	0.999441	0.990518
287.5	1.00846	1.70398	0.99944	0.990574
287.6	1.0819	1.62969	0.999446	0.990624
287.7	1.16547	1.53793	0.999457	0.990668
287.8	1.25882	1.42803	0.999473	0.990706
287.9	1.36023	1.30074	0.999494	0.990736
288	1.46588	1.15907	0.999521	0.990759
288.1	1.56935	1.00901	0.999552	0.990774
288.2	1.66192	0.859507	0.999587	0.990782
288.3	1.73412	0.721113	0.999627	0.990781
288.4	1.77856	0.603261	0.99967	0.990773
288.5	1.79254	0.511432	0.999717	0.990757
288.6	1.77861	0.4461	0.999766	0.990734
288.7	1.74288	0.403977	0.999817	0.990703
288.8	1.6923	0.380265	0.999871	0.990666
288.9	1.63297	0.370361	0.999925	0.990622
289	1.56944	0.370601	0.99998	0.990571
289.1	1.50478	0.378317	1.00004	0.990515
289.2	1.44096	0.391653	1.00009	0.990454
289.3	1.37919	0.409331	1.00014	0.990389
289.4	1.32013	0.430469	1.0002	0.99032
289.5	1.26414	0.454449	1.00025	0.990248
289.6	1.21135	0.480826	1.00029	0.990173
289.7	1.16177	0.509272	1.00034	0.990097
289.8	1.11533	0.539535	1.00038	0.99002
289.9	1.07191	0.571419	1.00042	0.989943
290	1.03137	0.604764	1.00045	0.989867
290.1	0.993568	0.639433	1.00048	0.989792
290.2	0.958335	0.67531	1.0005	0.98972
290.3	0.925522	0.712289	1.00052	0.98965
290.4	0.894984	0.750275	1.00053	0.989584
290.5	0.866582	0.789178	1.00054	0.989523
290.6	0.840189	0.828914	1.00054	0.989466
290.7	0.815684	0.869399	1.00054	0.989415
290.8	0.79296	0.910554	1.00053	0.989369
290.9	0.771919	0.9523	1.00052	0.98933
291	0.75247	0.994556	1.0005	0.989298
291.1	0.734536	1.03724	1.00048	0.989273
291.2	0.718047	1.08028	1.00045	0.989255
291.3	0.70294	1.12358	1.00041	0.989245
291.4	0.689165	1.16706	1.00038	0.989242
291.5	0.676678	1.21063	1.00034	0.989247
291.6	0.665444	1.2542	1.00029	0.989259
291.7	0.655438	1.29766	1.00025	0.989279
291.8	0.646641	1.34091	1.0002	0.989306
291.9	0.639047	1.38384	1.00015	0.98934
292	0.632656	1.42633	1.00009	0.98938
292.1	0.627479	1.46824	1.00004	0.989426
292.2	0.623541	1.50943	0.999988	0.989478
292.3	0.620874	1.54974	0.999935	0.989535
292.4	0.619527	1.589	0.999882	0.989597
292.5	0.619562	1.62702	0.999831	0.989662
292.6	0.62106	1.66356	0.999782	0.989731
292.7	0.62412	1.6984	0.999735	0.989802
292.8	0.628865	1.73124	0.99969	0.989875
292.9	0.635444	1.76177	0.999649	0.98995
293	0.644038	1.78964	0.999612	0.990024
293.1	0.654866	1.8144	0.999578	0.990098
293.2	0.66819	1.83559	0.999549	0.990171
293.3	0.684326	1.85264	0.999524	0.990243
293.4	0.703653	1.86488	0.999504	0.990311
293.5	0.726623	1.87154	0.999489	0.990377
293.6	0.753774	1.87173	0.999479	0.990438
293.7	0.785744	1.86438	0.999474	0.990495
293.8	0.823276	1.84828	0.999475	0.990547
293.9	0.867221	1.822	0.999481	0.990593
294	0.918527	1.78398	0.999492	0.990634
294.1	0.978186	1.73246	0.999508	0.990668
294.2	1.04714	1.66569	0.999529	0.990695
294.3	1.12607	1.58205	0.999554	0.990715
294.4	1.21507	1.48044	0.999584	0.990729
294.5	1.31313	1.36087	0.999618	0.990734
294.6	1.41748	1.22521	0.999656	0.990733
294.7	1.5229	1.07804	0.999697	0.990724
294.8	1.62164	0.927015	0.999742	0.990708
294.9	1.70425	0.782237	0.999788	0.990685
295	1.76202	0.654039	0.999837	0.990655
295.1	1.78988	0.549977	0.999887	0.990619
295.2	1.78809	0.472782	0.999938	0.990576
295.3	1.76144	0.420621	0.99999	0.990528
295.4	1.7168	0.389116	1.00004	0.990475
295.5	1.66081	0.373427	1.00009	0.990417
295.6	1.59873	0.369425	1.00014	0.990355
295.7	1.53428	0.374002	1.00019	0.990289
295.8	1.4699	0.384961	1.00024	0.990221
295.9	1.40708	0.400787	1.00028	0.990151
296	1.34672	0.420436	1.00032	0.990079
296.1	1.2893	0.443183	1.00036	0.990007
296.2	1.23504	0.468513	1.0004	0.989935
296.3	1.184	0.496049	1.00043	0.989863
296.4	1.13614	0.52551	1.00045	0.989794
296.5	1.09136	0.556676	1.00047	0.989726
296.6	1.04953	0.589372	1.00049	0.989661
296.7	1.0105	0.623452	1.0005	0.9896
296.8	0.974107	0.658791	1.00051	0.989543
296.9	0.940208	0.695279	1.00051	0.98949
297	0.90865	0.732817	1.00051	0.989443
297.1	0.879289	0.771313	1.0005	0.989401
297.2	0.851994	0.810679	1.00048	0.989366
297.3	0.826642	0.850832	1.00047	0.989336
297.4	0.803118	0.891691	1.00044	0.989314
297.5	0.78132	0.933177	1.00042	0.989298
297.6	0.761155	0.975211	1.00038	0.98929
297.7	0.742539	1.01771	1.00035	0.989289
297.8	0.725398	1.0606	1.00031	0.989294
297.9	0.709667	1.10379	1.00027	0.989307
298	0.69529	1.1472	1.00022	0.989327
298.1	0.68222	1.19074	1.00018	0.989353
298.2	0.670418	1.23432	1.00013	0.989386
298.3	0.659854	1.27784	1.00008	0.989424
298.4	0.650507	1.3212	1.00003	0.989469
298.5	0.642364	1.3643	0.99998	0.989518
298.6	0.635423	1.407	0.99993	0.989573
298.7	0.62969	1.44919	0.999881	0.989631
298.8	0.625183	1.49073	0.999834	0.989693
298.9	0.62193	1.53146	0.999788	0.989758
299	0.619974	1.57123	0.999744	0.989826
299.1	0.61937	1.60983	0.999703	0.989894
299.2	0.620189	1.64708	0.999664	0.989964
299.3	0.622522	1.68273	0.99963	0.990034
299.4	0.626481	1.71651	0.999599	0.990104
299.5	0.632203	1.74815	0.999572	0.990172
299.6	0.639853	1.77728	0.999549	0.990239
299.7	0.649631	1.80351	0.999531	0.990303
299.8	0.66178	1.8264	0.999518	0.990363
299.9	0.676589	1.84541	0.99951	0.990421
300	0.694408	1.85993	0.999506	0.990473
300.1	0.715654	1.86925	0.999507	0.990521
300.2	0.740824	1.87251	0.999514	0.990564
300.3	0.770509	1.86874	0.999525	0.990601
300.4	0.805403	1.8568	0.999541	0.990632
300.5	0.846308	1.83535	0.999561	0.990656
300.6	0.894132	1.8029	0.999586	0.990674
300.7	0.949856	1.75776	0.999615	0.990686
300.8	1.01446	1.69817	0.999647	0.99069
300.9	1.08878	1.62241	0.999683	0.990687
301	1.17323	1.52908	0.999722	0.990678
301.1	1.26738	1.41761	0.999764	0.990662
301.2	1.36934	1.28891	0.999808	0.990639
301.3	1.47509	1.14622	0.999854	0.99061
301.4	1.57799	0.995819	0.999902	0.990575
301.5	1.66915	0.846856	0.99995	0.990534
301.6	1.73918	0.709916	0.999999	0.990488
301.7	1.78099	0.594186	1.00005	0.990437
301.8	1.79236	0.504715	1.0001	0.990382
301.9	1.77627	0.441572	1.00014	0.990323
302	1.73896	0.401251	1.00019	0.990261
302.1	1.6874	0.378913	1.00023	0.990197
302.2	1.62755	0.370024	1.00027	0.990131
302.3	1.56381	0.371007	1.00031	0.990063
302.4	1.49916	0.379277	1.00035	0.989995
302.5	1.43549	0.393035	1.00038	0.989928
302.6	1.37393	0.411045	1.0004	0.989861
302.7	1.31513	0.432453	1.00043	0.989795
302.8	1.25941	0.456657	1.00045	0.989732
302.9	1.2069	0.483226	1.00046	0.989672
303	1.1576	0.511839	1.00047	0.989615
303.1	1.11143	0.542251	1.00048	0.989562
303.2	1.06827	0.574268	1.00048	0.989513
303.3	1.02798	0.607733	1.00047	0.98947
303.4	0.990399	0.642512	1.00047	0.989432
303.5	0.955382	0.678489	1.00045	0.989399
303.6	0.922773	0.715559	1.00043	0.989373
303.7	0.892427	0.753629	1.00041	0.989353
303.8	0.864205	0.792608	1.00039	0.989339
303.9	0.83798	0.832412	1.00036	0.989333
304	0.813635	0.872959	1.00032	0.989332
304.1	0.791062	0.914169	1.00028	0.989339
304.2	0.770162	0.955962	1.00025	0.989352
304.3	0.750849	0.998259	1.0002	0.989371
304.4	0.733043	1.04098	1.00016	0.989397
304.5	0.716676	1.08404	1.00011	0.989429
304.6	0.701688	1.12736	1.00007	0.989466
304.7	0.688027	1.17086	1.00002	0.989508
304.8	0.67565	1.21443	0.999974	0.989556
304.9	0.664524	1.25799	0.999927	0.989608
305	0.654623	1.30144	0.999881	0.989663
305.1	0.645932	1.34467	0.999836	0.989722
305.2	0.638442	1.38756	0.999794	0.989783
305.3	0.632156	1.43001	0.999753	0.989847
305.4	0.627087	1.47186	0.999715	0.989912
305.5	0.623257	1.51298	0.999679	0.989977
305.6	0.620703	1.55321	0.999647	0.990043
305.7	0.619474	1.59237	0.999619	0.990108
305.8	0.619633	1.63026	0.999594	0.990172
305.9	0.621263	1.66667	0.999574	0.990234
306	0.624465	1.70134	0.999558	0.990294
306.1	0.629363	1.734	0.999546	0.99035
306.2	0.63611	1.76431	0.999539	0.990403
306.3	0.644889	1.79192	0.999536	0.990452
306.4	0.655923	1.8164	0.999538	0.990497
306.5	0.669479	1.83725	0.999545	0.990536
306.6	0.685877	1.85391	0.999556	0.99057
306.7	0.705502	1.86569	0.999572	0.990598
306.8	0.728813	1.87183	0.999591	0.99062
306.9	0.756358	1.87141	0.999615	0.990636
307	0.788781	1.86335	0.999643	0.990645
307.1	0.826836	1.84641	0.999674	0.990648
307.2	0.871384	1.81918	0.999709	0.990644
307.3	0.923378	1.78005	0.999746	0.990635
307.4	0.983811	1.72728	0.999785	0.990618
307.5	1.05361	1.6591	0.999827	0.990596
307.6	1.13343	1.57392	0.999871	0.990568
307.7	1.22328	1.47073	0.999915	0.990534
307.8	1.32203	1.34965	0.999961	0.990495
307.9	1.42671	1.21276	1.00001	0.990451
308	1.5319	1.0649	1.00005	0.990402
308.1	1.62961	0.913998	1.0001	0.99035
308.2	1.71038	0.770273	1.00014	0.990294
308.3	1.76568	0.643938	1.00018	0.990236
308.4	1.79086	0.542183	1.00022	0.990175
308.5	1.78666	0.467295	1.00026	0.990112
308.6	1.75817	0.417126	1.0003	0.990049
308.7	1.71229	0.387186	1.00033	0.989985
308.8	1.65558	0.372666	1.00036	0.989922
308.9	1.59317	0.36952	1.00038	0.989859
309	1.52864	0.374729	1.00041	0.989798
309.1	1.46434	0.386164	1.00042	0.989739
309.2	1.40171	0.402359	1.00044	0.989683
309.3	1.3416	0.422303	1.00045	0.98963
309.4	1.28445	0.445293	1.00045	0.989581
309.5	1.23047	0.470828	1.00045	0.989536
309.6	1.17971	0.498542	1.00044	0.989496
309.7	1.13212	0.52816	1.00044	0.989461
309.8	1.0876	0.559466	1.00042	0.989431
309.9	1.04602	0.592288	1.0004	0.989408
310	1.00722	0.626482	1.00038	0.98939
310.1	0.971057	0.661926	1.00036	0.989378
310.2	0.937368	0.698509	1.00033	0.989373
310.3	0.906006	0.736134	1.0003	0.989374
310.4	0.876831	0.774709	1.00026	0.989381
