#aktschritt 	 uEuler 	 vEuler 	 uRunge 	 vRunge
# a=0.01	 b=0.99	 u0=1	 v0=1
130.1	1.22265	0.47914	0.997405	0.991833
130.2	1.17301	0.506515	0.997347	0.992154
130.3	1.1264	0.535821	0.997315	0.992453
130.4	1.08275	0.566837	0.99731	0.992727
130.5	1.04193	0.599384	0.997332	0.992973
130.6	1.0038	0.633314	0.99738	0.99319
130.7	0.968236	0.6685	0.997454	0.993374
130.8	0.935083	0.70483	0.997554	0.993524
130.9	0.904204	0.742201	0.997677	0.99364
131	0.875465	0.78052	0.997824	0.993718
131.1	0.84874	0.819698	0.997991	0.99376
131.2	0.823914	0.85965	0.998179	0.993764
131.3	0.800878	0.900294	0.998385	0.99373
131.4	0.779536	0.941549	0.998606	0.99366
131.5	0.759798	0.983333	0.998841	0.993553
131.6	0.741585	1.02557	0.999087	0.99341
131.7	0.724828	1.06816	0.999342	0.993234
131.8	0.709464	1.11105	0.999603	0.993025
131.9	0.69544	1.15412	0.999868	0.992787
132	0.682714	1.19731	1.00013	0.992521
132.1	0.671249	1.2405	1.0004	0.992231
132.2	0.661018	1.28361	1.00066	0.991918
132.3	0.652002	1.32652	1.00091	0.991587
132.4	0.644194	1.36913	1.00115	0.991241
132.5	0.637591	1.41131	1.00138	0.990883
132.6	0.632205	1.45294	1.0016	0.990517
132.7	0.628056	1.49387	1.0018	0.990146
132.8	0.625176	1.53394	1.00198	0.989775
132.9	0.623612	1.57299	1.00214	0.989406
133	0.623423	1.61081	1.00228	0.989045
133.1	0.624686	1.64721	1.0024	0.988694
133.2	0.627497	1.68193	1.00249	0.988356
133.3	0.631974	1.7147	1.00256	0.988036
133.4	0.63826	1.74522	1.0026	0.987737
133.5	0.64653	1.77312	1.00262	0.987461
133.6	0.656994	1.79801	1.00261	0.987211
133.7	0.669904	1.8194	1.00257	0.986989
133.8	0.685563	1.83675	1.00251	0.986798
133.9	0.704333	1.84942	1.00242	0.98664
134	0.726646	1.85668	1.00231	0.986515
134.1	0.753017	1.85764	1.00217	0.986426
134.2	0.78405	1.85131	1.00201	0.986373
134.3	0.820451	1.8365	1.00184	0.986356
134.4	0.863028	1.81188	1.00164	0.986376
134.5	0.912677	1.77593	1.00143	0.986431
134.6	0.97034	1.72699	1.00121	0.986523
134.7	1.03691	1.66339	1.00098	0.986648
134.8	1.11307	1.58354	1.00073	0.986807
134.9	1.19895	1.48635	1.00048	0.986997
135	1.29371	1.37169	1.00023	0.987217
135.1	1.39492	1.24111	0.999969	0.987464
135.2	1.49793	1.09862	0.999714	0.987735
135.3	1.59564	0.951111	0.999461	0.988029
135.4	1.67924	0.807952	0.999215	0.988341
135.5	1.74014	0.679123	0.998977	0.98867
135.6	1.77277	0.572479	0.99875	0.989011
135.7	1.77641	0.491565	0.998536	0.989361
135.8	1.75489	0.435445	0.998337	0.989716
135.9	1.7145	0.400344	0.998154	0.990074
136	1.66173	0.381663	0.997991	0.990431
136.1	1.60195	0.375272	0.997848	0.990782
136.2	1.53906	0.377969	0.997726	0.991125
136.3	1.47568	0.387439	0.997627	0.991456
136.4	1.41348	0.402069	0.997552	0.991773
136.5	1.35346	0.420739	0.997502	0.992071
136.6	1.29619	0.442665	0.997476	0.992348
136.7	1.24195	0.467292	0.997476	0.992601
136.8	1.19083	0.494216	0.9975	0.992828
136.9	1.14283	0.523132	0.997549	0.993026
137	1.09787	0.553808	0.997623	0.993194
137.1	1.05583	0.586057	0.99772	0.99333
137.2	1.01658	0.619724	0.99784	0.993433
137.3	0.97997	0.654679	0.997981	0.993501
137.4	0.945844	0.690808	0.998142	0.993534
137.5	0.914061	0.728007	0.998321	0.993532
137.6	0.88448	0.766181	0.998516	0.993494
137.7	0.856971	0.805242	0.998727	0.993422
137.8	0.831411	0.845105	0.998949	0.993316
137.9	0.807687	0.885688	0.999182	0.993177
138	0.785697	0.926909	0.999422	0.993006
138.1	0.765347	0.968689	0.999668	0.992806
138.2	0.746554	1.01095	0.999917	0.992577
138.3	0.729243	1.0536	1.00017	0.992324
138.4	0.713349	1.09657	1.00041	0.992047
138.5	0.698815	1.13977	1.00066	0.991751
138.6	0.685594	1.18311	1.00089	0.991437
138.7	0.673645	1.2265	1.00112	0.99111
138.8	0.662939	1.26984	1.00133	0.990773
138.9	0.653453	1.31303	1.00154	0.990428
139	0.645175	1.35597	1.00172	0.990079
139.1	0.638099	1.39853	1.00189	0.989731
139.2	0.632233	1.44058	1.00204	0.989386
139.3	0.627593	1.482	1.00216	0.989048
139.4	0.624205	1.52263	1.00227	0.98872
139.5	0.622111	1.5623	1.00235	0.988406
139.6	0.621365	1.60084	1.00241	0.988108
139.7	0.622036	1.63803	1.00245	0.98783
139.8	0.624212	1.67365	1.00246	0.987575
139.9	0.628003	1.70744	1.00244	0.987344
140	0.633542	1.7391	1.0024	0.987141
140.1	0.640991	1.76829	1.00234	0.986966
140.2	0.650546	1.79464	1.00225	0.986823
140.3	0.662442	1.81769	1.00215	0.986711
140.4	0.676963	1.83692	1.00202	0.986633
140.5	0.694449	1.85174	1.00187	0.986589
140.6	0.715307	1.86144	1.0017	0.986578
140.7	0.740019	1.8652	1.00151	0.986602
140.8	0.769161	1.86205	1.00131	0.98666
140.9	0.803405	1.85089	1.0011	0.986751
141	0.843532	1.83042	1.00088	0.986874
141.1	0.890422	1.79918	1.00065	0.987028
141.2	0.945028	1.75553	1.00041	0.987212
141.3	1.00831	1.69775	1.00017	0.987422
141.4	1.08109	1.62414	0.999932	0.987658
141.5	1.1638	1.53332	0.999692	0.987917
141.6	1.25609	1.42464	0.999456	0.988196
141.7	1.35626	1.29887	0.999226	0.988492
141.8	1.46056	1.15895	0.999004	0.988802
141.9	1.56273	1.01072	0.998792	0.989124
142	1.65429	0.862888	0.998593	0.989454
142.1	1.726	0.725745	0.998409	0.989789
142.2	1.77061	0.608539	0.99824	0.990125
142.3	1.78533	0.516759	0.99809	0.990459
142.4	1.7725	0.451048	0.997958	0.990788
142.5	1.73796	0.408339	0.997848	0.991109
142.6	1.68851	0.383999	0.997758	0.991418
142.7	1.63014	0.373519	0.997692	0.991712
142.8	1.56738	0.373262	0.997648	0.991989
142.9	1.50334	0.380564	0.997628	0.992246
143	1.44001	0.393555	0.997631	0.992479
143.1	1.37862	0.410946	0.997658	0.992688
143.2	1.31986	0.431841	0.997708	0.99287
143.3	1.26411	0.455613	0.997781	0.993023
143.4	1.2115	0.481807	0.997876	0.993145
143.5	1.16207	0.510091	0.997992	0.993236
143.6	1.11574	0.540208	0.998127	0.993295
143.7	1.07242	0.571958	0.998282	0.99332
143.8	1.03196	0.605178	0.998452	0.993313
143.9	0.994209	0.639731	0.998639	0.993272
144	0.959023	0.675496	0.998838	0.993199
144.1	0.926247	0.712369	0.999049	0.993094
144.2	0.895739	0.750253	0.999269	0.992958
144.3	0.867362	0.789056	0.999496	0.992793
144.4	0.840988	0.828694	0.999727	0.992601
144.5	0.816499	0.869084	0.999961	0.992382
144.6	0.793788	0.910145	1.0002	0.99214
144.7	0.772758	0.951797	1.00043	0.991877
144.8	0.753319	0.99396	1.00065	0.991596
144.9	0.735393	1.03655	1.00087	0.9913
145	0.718911	1.0795	1.00109	0.990991
145.1	0.703812	1.1227	1.00129	0.990672
145.2	0.690044	1.16609	1.00147	0.990348
145.3	0.677564	1.20957	1.00164	0.99002
145.4	0.666338	1.25304	1.0018	0.989694
145.5	0.65634	1.2964	1.00193	0.98937
145.6	0.647553	1.33955	1.00205	0.989054
145.7	0.639968	1.38238	1.00215	0.988749
145.8	0.633588	1.42477	1.00222	0.988456
145.9	0.628424	1.46657	1.00227	0.988179
146	0.624499	1.50765	1.0023	0.987922
146.1	0.621848	1.54786	1.00231	0.987685
146.2	0.620518	1.587	1.00229	0.987473
146.3	0.620572	1.62489	1.00225	0.987286
146.4	0.622091	1.66132	1.00219	0.987127
146.5	0.625175	1.69603	1.0021	0.986997
146.6	0.629945	1.72874	1.002	0.986897
146.7	0.636553	1.75914	1.00187	0.986829
146.8	0.645177	1.78686	1.00173	0.986793
146.9	0.656038	1.81148	1.00157	0.986788
147	0.669398	1.83251	1.00139	0.986816
147.1	0.685572	1.8494	1.0012	0.986875
147.2	0.704938	1.86148	1.001	0.986966
147.3	0.727948	1.86797	1.00079	0.987086
147.4	0.755138	1.86799	1.00057	0.987236
147.5	0.787144	1.86047	1.00035	0.987412
147.6	0.824703	1.84419	1.00013	0.987614
147.7	0.868663	1.81776	0.999899	0.987839
147.8	0.91996	1.7796	0.999674	0.988085
147.9	0.979577	1.72799	0.999453	0.98835
148	1.04843	1.66118	0.999238	0.988631
148.1	1.12719	1.57758	0.999031	0.988924
148.2	1.21591	1.47614	0.998834	0.989228
148.3	1.31355	1.3569	0.998649	0.989539
148.4	1.41732	1.22178	0.998478	0.989853
148.5	1.52202	1.07535	0.998323	0.990169
148.6	1.61993	0.925239	0.998184	0.990482
148.7	1.70173	0.781442	0.998064	0.99079
148.8	1.75886	0.654145	0.997963	0.99109
148.9	1.78633	0.55078	0.997883	0.991378
149	1.78445	0.474027	0.997824	0.991652
149.1	1.75795	0.422084	0.997786	0.991909
149.2	1.7136	0.390643	0.997771	0.992147
149.3	1.65795	0.374934	0.997778	0.992363
149.4	1.59621	0.370873	0.997807	0.992555
149.5	1.53209	0.375378	0.997858	0.992721
149.6	1.46799	0.386266	0.99793	0.99286
149.7	1.40543	0.402026	0.998022	0.99297
149.8	1.3453	0.421616	0.998134	0.99305
149.9	1.28807	0.444311	0.998264	0.9931
150	1.23398	0.469594	0.998412	0.993119
150.1	1.18309	0.497088	0.998575	0.993107
150.2	1.13536	0.526511	0.998752	0.993064
150.3	1.09069	0.557641	0.998941	0.99299
150.4	1.04896	0.590304	0.99914	0.992886
150.5	1.01002	0.624352	0.999348	0.992754
150.6	0.973707	0.659659	0.999562	0.992595
150.7	0.939879	0.696117	0.99978	0.99241
150.8	0.908384	0.733624	1	0.992201
150.9	0.879082	0.772088	1.00022	0.99197
151	0.851839	0.811422	1.00044	0.99172
151.1	0.826535	0.851543	1.00065	0.991454
151.2	0.803055	0.892369	1.00085	0.991173
151.3	0.781298	0.93382	1.00105	0.990881
151.4	0.761171	0.975817	1.00124	0.990581
151.5	0.742591	1.01828	1.00141	0.990276
151.6	0.725484	1.06113	1.00157	0.989968
151.7	0.709786	1.10428	1.00171	0.989662
151.8	0.695441	1.14764	1.00184	0.989359
151.9	0.682401	1.19114	1.00194	0.989064
152	0.670629	1.23467	1.00203	0.988779
152.1	0.660094	1.27814	1.00209	0.988506
152.2	0.650777	1.32145	1.00214	0.988249
152.3	0.642664	1.36449	1.00216	0.98801
152.4	0.635753	1.40713	1.00216	0.987792
152.5	0.630052	1.44926	1.00214	0.987596
152.6	0.625577	1.49073	1.0021	0.987425
152.7	0.622359	1.53139	1.00204	0.98728
152.8	0.620438	1.57107	1.00196	0.987163
152.9	0.619872	1.6096	1.00186	0.987074
153	0.620732	1.64675	1.00174	0.987014
153.1	0.623109	1.6823	1.0016	0.986985
153.2	0.627116	1.71598	1.00145	0.986986
153.3	0.632889	1.74749	1.00128	0.987017
153.4	0.640596	1.7765	1.0011	0.987077
153.5	0.650437	1.8026	1.00091	0.987167
153.6	0.662656	1.82534	1.00071	0.987285
153.7	0.677543	1.84418	1.0005	0.987429
153.8	0.695449	1.85852	1.00029	0.987599
153.9	0.716791	1.86764	1.00008	0.987792
154	0.742069	1.87068	0.99987	0.988007
154.1	0.771874	1.86667	0.999659	0.988241
154.2	0.806901	1.85445	0.999453	0.988493
154.3	0.847952	1.83271	0.999252	0.988758
154.4	0.895933	1.79993	0.999059	0.989036
154.5	0.95182	1.75445	0.998876	0.989322
154.6	1.01658	1.69451	0.998704	0.989615
154.7	1.09104	1.61839	0.998546	0.989911
154.8	1.17559	1.52474	0.998402	0.990207
154.9	1.26975	1.41302	0.998275	0.990501
155	1.37159	1.2842	0.998165	0.990789
155.1	1.47703	1.14161	0.998073	0.991069
155.2	1.57938	0.991555	0.998001	0.991338
155.3	1.66978	0.843218	0.997949	0.991592
155.4	1.7389	0.707116	0.997917	0.991831
155.5	1.77983	0.592299	0.997906	0.992051
155.6	1.79047	0.503671	0.997916	0.99225
155.7	1.77389	0.441204	0.997947	0.992426
155.8	1.73634	0.401371	0.997998	0.992578
155.9	1.68471	0.379363	0.998069	0.992704
156	1.62491	0.37069	0.998158	0.992803
156.1	1.5613	0.371815	0.998267	0.992874
156.2	1.4968	0.38018	0.998392	0.992916
156.3	1.4333	0.394004	0.998533	0.992929
156.4	1.37191	0.412062	0.998688	0.992913
156.5	1.31328	0.433506	0.998857	0.992867
156.6	1.25771	0.457739	0.999036	0.992793
156.7	1.20535	0.484332	0.999225	0.992692
156.8	1.15618	0.512965	0.999421	0.992563
156.9	1.11013	0.543394	0.999623	0.992409
157	1.06709	0.575426	0.999828	0.992232
157.1	1.0269	0.608904	1.00003	0.992032
157.2	0.989423	0.643693	1.00024	0.991812
157.3	0.954496	0.679678	1.00044	0.991575
157.4	0.921969	0.716755	1.00064	0.991322
157.5	0.891698	0.754829	1.00083	0.991057
157.6	0.863547	0.793811	1.00102	0.990781
157.7	0.837388	0.833615	1.00119	0.990498
157.8	0.813104	0.87416	1.00135	0.990211
157.9	0.790587	0.915366	1.0015	0.989922
158	0.769742	0.957153	1.00163	0.989635
158.1	0.750479	0.999442	1.00174	0.989352
158.2	0.732722	1.04215	1.00184	0.989076
158.3	0.7164	1.0852	1.00192	0.98881
158.4	0.701456	1.1285	1.00198	0.988556
158.5	0.687838	1.17198	1.00201	0.988318
158.6	0.675502	1.21553	1.00203	0.988096
158.7	0.664417	1.25906	1.00203	0.987895
158.8	0.654557	1.30248	1.00201	0.987715
158.9	0.645905	1.34568	1.00197	0.987558
159	0.638456	1.38854	1.00191	0.987426
159.1	0.632211	1.43094	1.00182	0.98732
159.2	0.627183	1.47274	1.00173	0.987241
159.3	0.623396	1.51381	1.00161	0.98719
159.4	0.620886	1.55398	1.00148	0.987167
159.5	0.619704	1.59308	1.00133	0.987172
159.6	0.619913	1.6309	1.00117	0.987206
159.7	0.621596	1.66722	1.001	0.987267
159.8	0.624854	1.7018	1.00082	0.987356
159.9	0.629815	1.73436	1.00064	0.98747
160	0.636629	1.76456	1.00044	0.98761
160.1	0.645484	1.79205	1.00024	0.987773
160.2	0.656601	1.81638	1.00004	0.987958
160.3	0.670249	1.83707	0.999845	0.988163
160.4	0.686752	1.85354	0.999648	0.988386
160.5	0.706495	1.86513	0.999455	0.988624
160.6	0.72994	1.87103	0.999267	0.988876
160.7	0.757637	1.87034	0.999087	0.989138
160.8	0.790234	1.86198	0.998917	0.989409
160.9	0.828485	1.8447	0.998757	0.989684
161	0.873255	1.81709	0.998611	0.989962
161.1	0.925496	1.77752	0.998479	0.99024
161.2	0.986198	1.72427	0.998362	0.990516
161.3	1.05628	1.65557	0.998261	0.990785
161.4	1.13637	1.56985	0.998178	0.991046
161.5	1.22645	1.46613	0.998113	0.991297
161.6	1.32534	1.3446	0.998067	0.991534
161.7	1.42998	1.20742	0.998041	0.991755
161.8	1.53489	1.05952	0.998034	0.991958
161.9	1.63201	0.908909	0.998046	0.992142
162	1.71189	0.765826	0.998078	0.992304
162.1	1.76613	0.640396	0.998129	0.992443
162.2	1.79027	0.539643	0.998199	0.992557
162.3	1.7852	0.465683	0.998286	0.992645
162.4	1.75609	0.416272	0.99839	0.992707
162.5	1.70986	0.3869	0.998511	0.992742
162.6	1.65299	0.372785	0.998645	0.99275
162.7	1.59055	0.369927	0.998794	0.99273
162.8	1.52608	0.375341	0.998953	0.992683
162.9	1.46188	0.386928	0.999123	0.992609
163	1.39938	0.403237	0.999302	0.992509
163.1	1.33941	0.423272	0.999487	0.992385
163.2	1.28241	0.446336	0.999677	0.992236
163.3	1.22857	0.471933	0.99987	0.992066
163.4	1.17794	0.499701	1.00006	0.991875
163.5	1.13049	0.529365	1.00026	0.991666
163.6	1.08609	0.560712	1.00045	0.99144
163.7	1.04462	0.593571	1.00063	0.991201
163.8	1.00593	0.627798	1.00081	0.99095
163.9	0.969866	0.663271	1.00098	0.99069
164	0.93627	0.699881	1.00114	0.990424
164.1	0.904994	0.73753	1.00129	0.990154
164.2	0.8759	0.776125	1.00143	0.989882
164.3	0.848854	0.815581	1.00155	0.989613
164.4	0.823735	0.855814	1.00165	0.989348
164.5	0.800432	0.896743	1.00174	0.98909
164.6	0.778843	0.93829	1.00181	0.988842
164.7	0.758875	0.980373	1.00186	0.988606
164.8	0.740446	1.02291	1.0019	0.988385
164.9	0.723484	1.06583	1.00191	0.98818
165	0.707924	1.10904	1.00191	0.987994
165.1	0.693712	1.15246	1.00188	0.987828
165.2	0.680802	1.196	1.00184	0.987684
165.3	0.669155	1.23957	1.00178	0.987564
165.4	0.658744	1.28306	1.0017	0.987469
165.5	0.649547	1.32639	1.0016	0.987399
165.6	0.641554	1.36943	1.00149	0.987355
165.7	0.634763	1.41206	1.00137	0.987338
165.8	0.629182	1.45417	1.00123	0.987348
165.9	0.62483	1.4956	1.00108	0.987383
166	0.621737	1.53621	1.00091	0.987445
166.1	0.619946	1.57583	1.00074	0.987533
166.2	0.619516	1.61426	1.00057	0.987644
166.3	0.62052	1.65131	1.00038	0.987779
166.4	0.623051	1.68672	1.0002	0.987936
166.5	0.627223	1.72025	1.00001	0.988113
166.6	0.633177	1.75157	0.999824	0.988308
166.7	0.641082	1.78035	0.999639	0.98852
166.8	0.651143	1.80618	0.999458	0.988746
166.9	0.663609	1.8286	0.999283	0.988984
167	0.678775	1.84707	0.999116	0.989232
167.1	0.696998	1.86097	0.998957	0.989487
167.2	0.718706	1.86956	0.99881	0.989746
167.3	0.744405	1.87199	0.998674	0.990008
167.4	0.774699	1.86726	0.998552	0.990269
167.5	0.810294	1.85419	0.998445	0.990526
167.6	0.852007	1.83145	0.998353	0.990778
167.7	0.900754	1.7975	0.998278	0.991022
167.8	0.957521	1.75066	0.99822	0.991255
167.9	1.02328	1.68915	0.99818	0.991476
168	1.09882	1.61128	0.998158	0.991681
168.1	1.18449	1.51573	0.998154	0.991869
168.2	1.2797	1.40208	0.998169	0.992038
168.3	1.38233	1.27147	0.998202	0.992187
168.4	1.48806	1.12751	0.998253	0.992313
168.5	1.58992	0.976845	0.998321	0.992417
168.6	1.67886	0.828914	0.998406	0.992496
168.7	1.74561	0.694279	0.998506	0.99255
168.8	1.7836	0.581723	0.998621	0.992578
168.9	1.7913	0.495663	0.99875	0.992581
169	1.77222	0.435616	0.998891	0.992558
169.1	1.73281	0.3978	0.999043	0.99251
169.2	1.67998	0.377355	0.999204	0.992436
169.3	1.61948	0.369853	0.999373	0.992338
169.4	1.55553	0.371851	0.999548	0.992218
169.5	1.49096	0.380875	0.999727	0.992075
169.6	1.42753	0.395208	0.999908	0.991911
169.7	1.36631	0.413671	1.00009	0.991729
169.8	1.30791	0.435447	1.00027	0.99153
169.9	1.2526	0.459958	1.00045	0.991316
170	1.20051	0.48679	1.00062	0.991089
170.1	1.15162	0.515633	1.00079	0.990852
170.2	1.10584	0.546248	1.00095	0.990607
170.3	1.06306	0.578448	1.0011	0.990356
170.4	1.02312	0.612079	1.00123	0.990102
170.5	0.985879	0.647008	1.00136	0.989848
170.6	0.951178	0.683121	1.00147	0.989595
170.7	0.918865	0.720317	1.00157	0.989347
170.8	0.888795	0.7585	1.00165	0.989107
170.9	0.860834	0.797581	1.00171	0.988875
171	0.834854	0.837478	1.00175	0.988656
171.1	0.810739	0.878107	1.00178	0.98845
171.2	0.788383	0.919389	1.00179	0.988261
171.3	0.767689	0.961245	1.00179	0.988089
171.4	0.748571	1.00359	1.00176	0.987937
171.5	0.730951	1.04636	1.00172	0.987805
171.6	0.714762	1.08945	1.00166	0.987696
171.7	0.699944	1.13279	1.00158	0.987611
171.8	0.686448	1.17629	1.00149	0.987549
171.9	0.674231	1.21987	1.00138	0.987512
172	0.663262	1.26341	1.00126	0.9875
172.1	0.653515	1.30683	1.00113	0.987513
172.2	0.644976	1.35002	1.00099	0.987551
172.3	0.637638	1.39286	1.00083	0.987613
172.4	0.631506	1.43523	1.00067	0.987698
172.5	0.626592	1.47699	1.0005	0.987807
172.6	0.622922	1.518	1.00033	0.987937
172.7	0.620534	1.5581	1.00016	0.988088
172.8	0.619477	1.5971	0.999982	0.988257
172.9	0.619818	1.63481	0.999806	0.988443
173	0.621642	1.67101	0.999633	0.988644
173.1	0.625052	1.70543	0.999464	0.988858
173.2	0.630176	1.7378	0.9993	0.989084
173.3	0.637171	1.76779	0.999144	0.989318
173.4	0.646224	1.79502	0.998997	0.989558
173.5	0.657562	1.81906	0.99886	0.989802
173.6	0.67146	1.83941	0.998735	0.990048
173.7	0.688245	1.85548	0.998622	0.990292
173.8	0.708311	1.86659	0.998524	0.990534
173.9	0.732128	1.87194	0.99844	0.990769
174	0.760253	1.8706	0.998372	0.990997
174.1	0.793345	1.86148	0.998321	0.991214
174.2	0.832172	1.84332	0.998286	0.991419
174.3	0.877607	1.81467	0.998268	0.991609
174.4	0.930611	1.77391	0.998268	0.991783
174.5	0.992176	1.71928	0.998284	0.991938
174.6	1.06321	1.64903	0.998318	0.992075
174.7	1.14429	1.56162	0.998369	0.99219
174.8	1.23534	1.45614	0.998435	0.992283
174.9	1.33503	1.33292	0.998517	0.992354
175	1.44009	1.19436	0.998614	0.9924
175.1	1.54478	1.04566	0.998724	0.992423
175.2	1.64083	0.895132	0.998847	0.992422
175.3	1.71875	0.753134	0.998982	0.992396
175.4	1.77035	0.629651	0.999126	0.992347
175.5	1.79166	0.531309	0.999278	0.992274
175.6	1.78405	0.459756	0.999438	0.992179
175.7	1.75297	0.412424	0.999603	0.992062
175.8	1.70541	0.384689	0.999772	0.991924
175.9	1.64776	0.371805	0.999942	0.991768
176	1.58493	0.369856	1.00011	0.991594
176.1	1.52034	0.375949	1.00028	0.991405
176.2	1.45621	0.38805	1.00045	0.991202
176.3	1.39387	0.404763	1.00061	0.990987
176.4	1.33413	0.425122	1.00077	0.990763
176.5	1.27738	0.448455	1.00091	0.990531
176.6	1.22382	0.47428	1.00105	0.990295
176.7	1.17347	0.502246	1.00118	0.990056
176.8	1.12628	0.532085	1.00129	0.989818
176.9	1.08215	0.563589	1.0014	0.989581
177	1.04094	0.59659	1.00148	0.989349
177.1	1.00249	0.630946	1.00156	0.989125
177.2	0.966646	0.666538	1.00161	0.988909
177.3	0.933263	0.703256	1.00165	0.988705
177.4	0.902189	0.741004	1.00168	0.988514
177.5	0.873284	0.77969	1.00168	0.988339
177.6	0.846416	0.819229	1.00167	0.988181
177.7	0.821466	0.859538	1.00165	0.988041
177.8	0.798322	0.900536	1.00161	0.987921
177.9	0.776882	0.942143	1.00155	0.987822
178	0.757057	0.98428	1.00147	0.987745
178.1	0.738763	1.02687	1.00138	0.987691
178.2	0.721931	1.06982	1.00128	0.98766
178.3	0.706495	1.11307	1.00117	0.987653
178.4	0.692403	1.15651	1.00104	0.987668
178.5	0.679608	1.20006	1.0009	0.987708
178.6	0.668074	1.24364	1.00076	0.98777
178.7	0.657773	1.28713	1.00061	0.987854
178.8	0.648685	1.33044	1.00045	0.987959
178.9	0.640801	1.37346	1.00029	0.988085
179	0.634118	1.41606	1.00012	0.988229
179.1	0.628647	1.45812	0.999956	0.98839
179.2	0.624407	1.49949	0.999791	0.988568
179.3	0.621429	1.54003	0.999629	0.988759
179.4	0.619758	1.57956	0.999471	0.988962
179.5	0.619453	1.61789	0.999318	0.989175
179.6	0.62059	1.65481	0.999173	0.989396
179.7	0.623263	1.69007	0.999036	0.989622
179.8	0.627589	1.72342	0.998909	0.989852
179.9	0.63371	1.75454	0.998794	0.990083
180	0.641799	1.78308	0.99869	0.990312
180.1	0.652066	1.80864	0.9986	0.990538
180.2	0.66476	1.83073	0.998524	0.990758
180.3	0.680186	1.84883	0.998462	0.99097
180.4	0.698704	1.8623	0.998416	0.991173
180.5	0.720748	1.87038	0.998386	0.991363
180.6	0.746836	1.87222	0.998372	0.991539
180.7	0.777578	1.86679	0.998374	0.991699
180.8	0.813691	1.85292	0.998393	0.991843
180.9	0.856003	1.82924	0.998427	0.991968
181	0.905439	1.79421	0.998477	0.992072
181.1	0.962988	1.74611	0.998542	0.992157
181.2	1.02961	1.68319	0.998622	0.992219
181.3	1.10609	1.60375	0.998715	0.992259
181.4	1.19269	1.50654	0.99882	0.992277
181.5	1.28872	1.39124	0.998938	0.992272
181.6	1.39191	1.25918	0.999065	0.992244
181.7	1.49767	1.11422	0.999202	0.992194
181.8	1.59883	0.963301	0.999347	0.992122
181.9	1.68619	0.816056	0.999498	0.992029
182	1.7506	0.683031	0.999653	0.991916
182.1	1.78586	0.57271	0.999812	0.991784
182.2	1.79093	0.489056	0.999973	0.991634
182.3	1.7697	0.431195	1.00013	0.991468
182.4	1.72877	0.395152	1.00029	0.991288
182.5	1.67499	0.376055	1.00045	0.991096
182.6	1.614	0.36955	1.0006	0.990892
182.7	1.54986	0.372283	1.00074	0.990681
182.8	1.4853	0.381858	1.00088	0.990462
182.9	1.42201	0.396615	1.00101	0.99024
183	1.36101	0.415415	1.00113	0.990016
183.1	1.30286	0.437465	1.00123	0.989792
183.2	1.24783	0.462208	1.00132	0.98957
183.3	1.19602	0.489238	1.00141	0.989354
183.4	1.1474	0.518254	1.00147	0.989144
183.5	1.10189	0.549025	1.00152	0.988943
183.6	1.05936	0.581364	1.00156	0.988753
183.7	1.01967	0.615121	1.00158	0.988577
183.8	0.982658	0.650165	1.00158	0.988414
183.9	0.948173	0.686384	1.00157	0.988268
184	0.916064	0.723676	1.00154	0.98814
184.1	0.886187	0.761947	1.0015	0.988031
184.2	0.858406	0.801109	1.00144	0.987941
184.3	0.832596	0.841079	1.00137	0.987873
184.4	0.808641	0.881774	1.00128	0.987825
184.5	0.786436	0.923115	1.00119	0.9878
184.6	0.765885	0.965022	1.00108	0.987796
184.7	0.746903	1.00742	1.00096	0.987815
184.8	0.729413	1.05022	1.00083	0.987855
184.9	0.713348	1.09334	1.00069	0.987917
185	0.698649	1.1367	1.00054	0.987999
185.1	0.685268	1.18022	1.0004	0.988101
185.2	0.673163	1.2238	1.00024	0.988222
185.3	0.662303	1.26734	1.00009	0.98836
185.4	0.652664	1.31075	0.999933	0.988515
185.5	0.644232	1.35392	0.999779	0.988683
185.6	0.637001	1.39672	0.999627	0.988865
185.7	0.630975	1.43905	0.999479	0.989057
185.8	0.626171	1.48076	0.999337	0.989259
185.9	0.622613	1.5217	0.999202	0.989467
186	0.620339	1.56171	0.999075	0.989681
186.1	0.619403	1.60061	0.998957	0.989897
186.2	0.619872	1.6382	0.99885	0.990113
186.3	0.621831	1.67426	0.998755	0.990328
186.4	0.625387	1.70852	0.998672	0.99054
186.5	0.63067	1.74069	0.998603	0.990745
186.6	0.637838	1.77046	0.998548	0.990943
186.7	0.647084	1.79743	0.998507	0.991131
186.8	0.658637	1.82117	0.998481	0.991308
186.9	0.672776	1.84117	0.998471	0.991471
187	0.689834	1.85683	0.998475	0.991619
187.1	0.710212	1.86747	0.998495	0.991751
187.2	0.734386	1.87227	0.99853	0.991865
187.3	0.762924	1.8703	0.998579	0.991961
187.4	0.796493	1.86044	0.998642	0.992036
187.5	0.83587	1.84141	0.998719	0.992092
187.6	0.881938	1.81175	0.998809	0.992126
187.7	0.935665	1.76983	0.99891	0.992139
187.8	0.998042	1.71389	0.999022	0.99213
187.9	1.06996	1.64217	0.999143	0.992101
188	1.15196	1.55317	0.999273	0.99205
188.1	1.24387	1.44607	0.99941	0.991979
188.2	1.34422	1.32133	0.999552	0.991889
188.3	1.44955	1.18158	0.999699	0.99178
188.4	1.55387	1.0323	0.999848	0.991653
188.5	1.64873	0.882053	0.999999	0.99151
188.6	1.72463	0.741282	1.00015	0.991352
